Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
494,CA-2022-169166,5/9/2022,5/14/2022,Standard Class,SS-20590,Sonia Sunley,Consumer,INDIA,Mumbai,Maharashtra,98115,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,0,13.16
495,US-2022-120929,3/18/2022,3/21/2022,Second Class,RO-19780,Rose O'Brian,Consumer,INDIA,Chennai,Tamil Nadu,600001,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.88,3,0.4,-94.94
496,CA-2021-134782,12/27/2021,12/31/2021,Standard Class,MD-17350,Maribeth Dona,Consumer,INDIA,Mysore,Karnataka,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,Strathmore #10 Envelopes,,,,
497,CA-2022-126158,7/25/2022,7/31/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,INDIA,Jamnagar,Gujarat,92627,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.62,8,0.2,40.37
498,CA-2022-126158,7/25/2022,7/31/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,INDIA,Jamnagar,Gujarat,92627,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0,81.84
499,CA-2022-126158,7/25/2022,7/31/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,INDIA,Jamnagar,Gujarat,92627,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,0.2,18.12
500,CA-2022-126158,7/25/2022,7/31/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,INDIA,Jamnagar,Gujarat,92627,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0,22.87
501,US-2022-105578,5/30/2022,6/4/2022,Standard Class,MY-17380,Maribeth Yedwab,Corporate,INDIA,Jaipur,Rajasthan,80134,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,0.7,-15.08
502,US-2022-105578,5/30/2022,6/4/2022,Standard Class,MY-17380,Maribeth Yedwab,Corporate,INDIA,Jaipur,Rajasthan,80134,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,0.7,-11.96
503,US-2022-105578,5/30/2022,6/4/2022,Standard Class,MY-17380,Maribeth Yedwab,Corporate,INDIA,Jaipur,Rajasthan,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Bhubaneshwar Executive Leather Low-Back Tilter,801.57,2,0.2,50.1
504,US-2022-105578,5/30/2022,6/4/2022,Standard Class,MY-17380,Maribeth Yedwab,Corporate,INDIA,Jaipur,Rajasthan,80134,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.38,3,0.7,-1.9
505,US-2022-105578,5/30/2022,6/4/2022,Standard Class,MY-17380,Maribeth Yedwab,Corporate,INDIA,Jaipur,Rajasthan,80134,West,OFF-PA-10000357,Office Supplies,Paper,White Dual Perf Computer Printout Paper,,,,
506,CA-2023-134978,11/12/2023,11/15/2023,Second Class,EB-13705,Ed Braxton,Corporate,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-BI-10003274,Office Supplies,Binders,Avery Durable Slant Ring Binders,,,,
507,CA-2021-145352,3/16/2021,3/22/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,INDIA,Bangalore,Karnataka,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.74
508,CA-2021-145352,3/16/2021,3/22/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,INDIA,Bangalore,Karnataka,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.17
509,CA-2021-145352,3/16/2021,3/22/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,INDIA,Bangalore,Karnataka,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0,11.69
510,CA-2021-145352,3/16/2021,3/22/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,INDIA,Bangalore,Karnataka,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0,3177.48
511,CA-2023-135307,11/26/2023,11/27/2023,First Class,LS-17245,Lynn Smith,Consumer,INDIA,Bhopal,Madhya Pradesh,64118,North,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.42
512,CA-2023-135307,11/26/2023,11/27/2023,First Class,LS-17245,Lynn Smith,Consumer,INDIA,Bhopal,Madhya Pradesh,64118,North,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2,0,12.17
513,CA-2022-106341,10/20/2022,10/23/2022,First Class,LF-17185,Luke Foster,Consumer,INDIA,Brahmapur,Odissa,760001,East,OFF-AR-10002053,Office Supplies,Art,Premium Writing Pencils,,,,
514,CA-2023-163405,12/21/2023,12/25/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,INDIA,Ahmedabad,Gujarat,380002,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.79
515,CA-2023-163405,12/21/2023,12/25/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,INDIA,Ahmedabad,Gujarat,380002,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88,2,0,1.71
516,CA-2023-127432,1/22/2023,1/27/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,INDIA,Nagpur,Maharashtra,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0,1379.98
517,CA-2023-127432,1/22/2023,1/27/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,INDIA,Nagpur,Maharashtra,59405,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0,13.89
518,CA-2023-127432,1/22/2023,1/27/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,INDIA,Nagpur,Maharashtra,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0,5.38
519,CA-2023-127432,1/22/2023,1/27/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,INDIA,Nagpur,Maharashtra,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.3
520,CA-2021-157812,3/22/2021,3/26/2021,Standard Class,DB-13210,Dean Braden,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,,,,
521,CA-2021-157812,3/22/2021,3/26/2021,Standard Class,DB-13210,Dean Braden,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.57,2,0.2,-25.91
522,CA-2021-157812,3/22/2021,3/26/2021,Standard Class,DB-13210,Dean Braden,Consumer,INDIA,Gwalior,Madhya Pradesh,482001,North,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.11,9,0.8,-21.17
523,CA-2023-145142,1/23/2023,1/25/2023,First Class,MC-17605,Matt Connell,Corporate,INDIA,Bhopal,Madhya Pradesh,48234,North,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,21.1
524,US-2022-139486,5/21/2022,5/23/2022,First Class,LH-17155,Logan Haushalter,Consumer,INDIA,Ahmedabad,Gujarat,320008,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.18,3,0.2,-12.41
525,US-2022-139486,5/21/2022,5/23/2022,First Class,LH-17155,Logan Haushalter,Consumer,INDIA,Ahmedabad,Gujarat,320008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0,27.17
526,CA-2021-158792,12/26/2021,1/2/2022,Standard Class,BD-11605,Brian Dahlen,Consumer,INDIA,Bhilai,Assam,1841,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.2,5,0,10.43
527,CA-2023-113558,10/21/2023,10/26/2023,Standard Class,PH-18790,Patricia Hirasaki,Home Office,INDIA,Hyderabad,Telangana,33801,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.95,3,0.2,42.75
528,CA-2023-113558,10/21/2023,10/26/2023,Standard Class,PH-18790,Patricia Hirasaki,Home Office,INDIA,Hyderabad,Telangana,33801,South,FUR-FU-10001756,Furniture,Furnishings,Eldon Expressions Desk Accessory,,,,
529,US-2021-138303,9/3/2021,9/7/2021,Standard Class,MG-18145,Mike Gockenbach,Consumer,INDIA,Kolkata,West Bengal,19134,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.34,3,0.2,-7.27
530,US-2021-138303,9/3/2021,9/7/2021,Standard Class,MG-18145,Mike Gockenbach,Consumer,INDIA,Kolkata,West Bengal,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.25,1,0.2,-149.91
531,US-2021-138303,9/3/2021,9/7/2021,Standard Class,MG-18145,Mike Gockenbach,Consumer,INDIA,Kolkata,West Bengal,19134,East,OFF-EN-10001335,Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam,,,,
532,CA-2021-102848,11/7/2021,11/9/2021,Second Class,KB-16240,Karen Bern,Corporate,INDIA,Ahmedabad,Gujarat,380001,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92
533,US-2023-129441,9/7/2023,9/11/2023,Standard Class,JC-15340,Jasper Cacioppo,Consumer,INDIA,Ahmedabad,Gujarat,320008,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,2.4
534,CA-2022-168753,5/29/2022,6/1/2022,Second Class,RL-19615,Rob Lucas,Consumer,INDIA,Chennai,Tamil Nadu,36116,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.39
535,CA-2022-168753,5/29/2022,6/1/2022,Second Class,RL-19615,Rob Lucas,Consumer,INDIA,Chennai,Tamil Nadu,36116,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,0,11.38
536,CA-2022-126613,7/10/2022,7/16/2022,Standard Class,AA-10375,Allen Armold,Consumer,INDIA,Ajmer,Rajasthan,85204,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.77,2,0.2,1.47
537,US-2023-122637,9/3/2023,9/8/2023,Second Class,EP-13915,Emily Phan,Consumer,INDIA,Raipur,Chattisgarh,60653,North,OFF-BI-10002429,Office Supplies,Binders,Premier Elliptical Ring Binder,,,,
538,CA-2021-147851,12/3/2021,12/8/2021,Standard Class,MP-17470,Mark Packer,Home Office,INDIA,Bhubaneshwar,Odissa,750909,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.75,4,0.2,3.36
539,CA-2021-134894,12/7/2021,12/11/2021,Standard Class,DK-12985,Darren Koutras,Consumer,INDIA,Bangalore,Karnataka,530068,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0,41.29
540,CA-2021-134894,12/7/2021,12/11/2021,Standard Class,DK-12985,Darren Koutras,Consumer,INDIA,Bangalore,Karnataka,530068,South,FUR-CH-10002647,Furniture,Chairs,Situations Contoured Folding Chairs,,,,
541,CA-2020-140795,2/1/2020,2/3/2020,First Class,BD-11500,Bradley Drucker,Consumer,INDIA,Raipur,Chattisgarh,54302,North,TEC-AC-10001432,Technology,Accessories,Enermax Jodhpur Lite Keyboard,468.9,6,0,206.32
542,CA-2022-136924,7/14/2022,7/17/2022,First Class,ES-14080,Erin Smith,Corporate,INDIA,Udaipur,Rajasthan,85705,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86,8,0.2,38.09
543,US-2021-120221,12/18/2021,12/23/2021,Standard Class,LM-17065,Liz MacKendrick,Consumer,INDIA,Bhubaneshwar,Odissa,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.78,9,0.2,-145.52
544,CA-2020-103849,5/11/2020,5/16/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.11,2,0.2,7.26
545,CA-2020-103849,5/11/2020,5/16/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.79,1,0.2,6.3
546,CA-2020-103849,5/11/2020,5/16/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,INDIA,Bhopal,Madhya Pradesh,462001,North,FUR-FU-10000723,Furniture,Furnishings,Deflect-o EconoMat Studded,,,,
547,CA-2023-162929,11/19/2023,11/22/2023,First Class,AS-10135,Adrian Shami,Home Office,INDIA,Bhubaneshwar,Odissa,10035,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,6,0.2,13.93
548,CA-2023-162929,11/19/2023,11/22/2023,First Class,AS-10135,Adrian Shami,Home Office,INDIA,Bhubaneshwar,Odissa,10035,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2,0,6.41
549,CA-2021-113173,11/15/2021,11/17/2021,Second Class,DK-13225,Dean Katz,Corporate,INDIA,Raipur,Chattisgarh,60653,North,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.27,9,0.2,15.64
550,CA-2021-113173,11/15/2021,11/17/2021,Second Class,DK-13225,Dean Katz,Corporate,INDIA,Raipur,Chattisgarh,60653,North,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.36,3,0.8,-17.05
551,CA-2021-113173,11/15/2021,11/17/2021,Second Class,DK-13225,Dean Katz,Corporate,INDIA,Raipur,Chattisgarh,60653,North,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,5,0.2,-1.74
552,CA-2022-136406,4/15/2022,4/17/2022,Second Class,BD-11320,Bill Donatelli,Consumer,INDIA,Surat,Gujarat,94110,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.57,2,0.2,0
553,CA-2023-112774,9/11/2023,9/12/2023,First Class,RC-19960,Ryan Crowe,Consumer,INDIA,Hyderabad,Telangana,32216,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.5,1,0.2,6.04
554,CA-2023-101945,11/24/2023,11/28/2023,Standard Class,GT-14710,Greg Tran,Consumer,INDIA,Gwalior,Madhya Pradesh,77070,North,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.82,3,0.2,2.57
555,CA-2023-100650,6/29/2023,7/3/2023,Second Class,DK-13225,Dean Katz,Corporate,INDIA,Jamnagar,Gujarat,92804,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.99
556,CA-2020-155852,3/3/2020,3/7/2020,Second Class,AJ-10945,Ashley Jarboe,Consumer,INDIA,Amravati,Andhra Pradesh,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,4,0.2,3.4
557,CA-2022-113243,6/10/2022,6/15/2022,Standard Class,OT-18730,Olvera Toch,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0,9.94
558,CA-2022-113243,6/10/2022,6/15/2022,Standard Class,OT-18730,Olvera Toch,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.05
559,CA-2022-113243,6/10/2022,6/15/2022,Standard Class,OT-18730,Olvera Toch,Consumer,INDIA,Ahmedabad,Gujarat,90045,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.55
560,CA-2023-118731,11/20/2023,11/22/2023,Second Class,LP-17080,Liz Pelletier,Consumer,INDIA,Surat,Gujarat,94110,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.61
561,CA-2023-118731,11/20/2023,11/22/2023,Second Class,LP-17080,Liz Pelletier,Consumer,INDIA,Surat,Gujarat,94110,West,OFF-BI-10000069,Office Supplies,Binders,GBC Prepunched Paper,,,,
562,CA-2020-145576,9/14/2020,9/18/2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,INDIA,Karimnagar,Telangana,33614,South,OFF-AP-10003914,Office Supplies,Appliances,Sanitaire Vibra Groomer IR Commercial Upright Vacuum,,,,
563,CA-2020-145576,9/14/2020,9/18/2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,INDIA,Karimnagar,Telangana,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.13,3,0.2,3.77
564,CA-2021-130736,12/7/2021,12/9/2021,First Class,JF-15490,Jeremy Farry,Consumer,INDIA,Mumbai,Maharashtra,98105,West,OFF-FA-10003467,Office Supplies,Fasteners,Alliance Big Bands Rubber Bands,,,,
565,CA-2021-130736,12/7/2021,12/9/2021,First Class,JF-15490,Jeremy Farry,Consumer,INDIA,Mumbai,Maharashtra,98105,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1,0,1.2
566,CA-2023-137099,12/7/2023,12/10/2023,First Class,FP-14320,Frank Preis,Consumer,INDIA,Ahmedabad,Gujarat,90008,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.38,3,0.2,46.8
567,CA-2023-156951,10/1/2023,10/8/2023,Standard Class,EB-13840,Ellis Ballard,Corporate,INDIA,Mumbai,Maharashtra,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,0,45
568,CA-2023-156951,10/1/2023,10/8/2023,Standard Class,EB-13840,Ellis Ballard,Corporate,INDIA,Mumbai,Maharashtra,98105,West,OFF-BI-10001107,Office Supplies,Binders,GBC White Gloss Covers,,,,
569,CA-2023-156951,10/1/2023,10/8/2023,Standard Class,EB-13840,Ellis Ballard,Corporate,INDIA,Mumbai,Maharashtra,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0,9.33
570,CA-2023-156951,10/1/2023,10/8/2023,Standard Class,EB-13840,Ellis Ballard,Corporate,INDIA,Mumbai,Maharashtra,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15,3,0.2,0
571,CA-2023-164826,12/28/2023,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,0,34.78
572,CA-2023-164826,12/28/2023,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0,6.42
573,CA-2023-164826,12/28/2023,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.26,7,0.2,11.23
574,CA-2023-164826,12/28/2023,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,INDIA,Bhubaneshwar,Odissa,750017,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0,4.01
575,CA-2022-127250,11/3/2022,11/7/2022,Standard Class,SF-20200,Sarah Foster,Consumer,INDIA,Mumbai,Maharashtra,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0,2.38
576,CA-2021-149713,9/18/2021,9/22/2021,Second Class,TG-21640,Trudy Glocke,Consumer,INDIA,Kutch,Gujarat,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14,0,78.75
577,CA-2021-149713,9/18/2021,9/22/2021,Second Class,TG-21640,Trudy Glocke,Consumer,INDIA,Kutch,Gujarat,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0,9.76
578,CA-2021-149713,9/18/2021,9/22/2021,Second Class,TG-21640,Trudy Glocke,Consumer,INDIA,Kutch,Gujarat,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0,2.19
579,CA-2023-118640,7/20/2023,7/26/2023,Standard Class,CS-11950,Carlos Soltero,Consumer,INDIA,Raipur,Chattisgarh,60610,North,OFF-ST-10002974,Office Supplies,Storage,Trav-L-File Heavy-Duty Shuttle II,,,,
580,CA-2023-118640,7/20/2023,7/26/2023,Standard Class,CS-11950,Carlos Soltero,Consumer,INDIA,Raipur,Chattisgarh,60610,North,FUR-FU-10001475,Furniture,Furnishings,Contract Clock,,,,
581,CA-2021-132906,9/10/2021,9/14/2021,Standard Class,CC-12145,Charles Crestani,Consumer,INDIA,Ahmedabad,Gujarat,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0,1.55
582,CA-2023-145233,12/1/2023,12/5/2023,Standard Class,DV-13465,Dianna Vittorini,Consumer,INDIA,Alwar,Rajasthan,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.38,3,0.2,52.92
583,CA-2023-145233,12/1/2023,12/5/2023,Standard Class,DV-13465,Dianna Vittorini,Consumer,INDIA,Alwar,Rajasthan,80219,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.58,2,0.2,9.24
584,CA-2023-145233,12/1/2023,12/5/2023,Standard Class,DV-13465,Dianna Vittorini,Consumer,INDIA,Alwar,Rajasthan,80219,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.15,3,0.2,3.5
585,CA-2023-145233,12/1/2023,12/5/2023,Standard Class,DV-13465,Dianna Vittorini,Consumer,INDIA,Alwar,Rajasthan,80219,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.78,7,0.7,-4.75
586,CA-2023-145233,12/1/2023,12/5/2023,Standard Class,DV-13465,Dianna Vittorini,Consumer,INDIA,Alwar,Rajasthan,80219,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.37,4,0.2,30.48
587,CA-2021-128139,7/3/2021,7/9/2021,Standard Class,BD-11725,Bruce Degenhardt,Consumer,INDIA,Bangalore,Karnataka,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,4.97
588,CA-2021-128139,7/3/2021,7/9/2021,Standard Class,BD-11725,Bruce Degenhardt,Consumer,INDIA,Bangalore,Karnataka,40475,South,OFF-LA-10003930,Office Supplies,Labels,Dot Matrix Printer Tape Reel Labels,,,,
589,US-2022-156986,3/20/2022,3/24/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ajmer,Rajasthan,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.78,2,0.2,-20.14
590,US-2022-156986,3/20/2022,3/24/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ajmer,Rajasthan,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.74,4,0.2,7.26
591,US-2022-156986,3/20/2022,3/24/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ajmer,Rajasthan,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.82,3,0.7,-12.9
592,US-2022-156986,3/20/2022,3/24/2022,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,INDIA,Ajmer,Rajasthan,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.37,2,0.2,3.63
593,CA-2020-135405,1/9/2020,1/13/2020,Standard Class,MS-17830,Melanie Seite,Consumer,INDIA,Indore,Madhya Pradesh,78041,North,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.34,2,0.2,1.17
594,CA-2020-135405,1/9/2020,1/13/2020,Standard Class,MS-17830,Melanie Seite,Consumer,INDIA,Indore,Madhya Pradesh,78041,North,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75
595,CA-2020-131450,8/8/2020,8/15/2020,Standard Class,LR-16915,Lena Radford,Consumer,INDIA,Rajkot,Gujarat,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.07
596,CA-2020-131450,8/8/2020,8/15/2020,Standard Class,LR-16915,Lena Radford,Consumer,INDIA,Rajkot,Gujarat,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,3,0.2,434.99
597,CA-2020-131450,8/8/2020,8/15/2020,Standard Class,LR-16915,Lena Radford,Consumer,INDIA,Rajkot,Gujarat,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.75
598,CA-2020-131450,8/8/2020,8/15/2020,Standard Class,LR-16915,Lena Radford,Consumer,INDIA,Rajkot,Gujarat,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.77
599,CA-2022-120180,7/14/2022,7/16/2022,First Class,TP-21130,Theone Pippenger,Consumer,INDIA,Kolkata,West Bengal,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.63,2,0.2,1.02
600,US-2022-100720,7/16/2022,7/21/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,INDIA,Kolkata,West Bengal,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.98,3,0.4,-28.8
601,US-2022-100720,7/16/2022,7/21/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,INDIA,Kolkata,West Bengal,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.38,4,0.4,-115.35
602,US-2022-100720,7/16/2022,7/21/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,INDIA,Kolkata,West Bengal,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73
603,CA-2020-149958,3/15/2020,3/19/2020,Standard Class,AS-10240,Alan Shonely,Consumer,INDIA,Karimnagar,Telangana,33614,South,OFF-ST-10001490,Office Supplies,Storage,Hot File 7-Pocket,,,,
604,CA-2020-149958,3/15/2020,3/19/2020,Standard Class,AS-10240,Alan Shonely,Consumer,INDIA,Karimnagar,Telangana,33614,South,FUR-FU-10001756,Furniture,Furnishings,Eldon Expressions Desk Accessory,,,,
